uniqueid,fullname,gender,dob,party,stateabr,district,statedistid,congress109,congress110,congress111,congress112,congress113,congress114,congress115,congress116,congress117,congress118,twitterhandle,joinedon,yearjoined
FoV-NY13,"Fossella, Vito",M,2065-03-09,Republican,NY,13,3613,109,110,0,0,0,0,0,0,0,0,,,
KeS-NY19,"Kelly, Sue W.",F,2036-09-26,Republican,NY,19,3619,109,0,0,0,0,0,0,0,0,0,,,
HaJ-NY19,"Hall, John J.",M,2048-07-23,Democratic,NY,19,3619,0,110,111,0,0,0,0,0,0,0,,,
SwJ-NY20,"Sweeney, John E.",M,2055-08-09,Republican,NY,20,3620,109,0,0,0,0,0,0,0,0,0,,,
MuS-NY20,"Murphy, Scott",M,1970-01-26,Democratic,NY,20,3620,0,0,111,0,0,0,0,0,0,0,,,
McM-NY21,"McNulty, Michael R.",M,2047-09-16,Democratic,NY,21,3621,109,110,0,0,0,0,0,0,0,0,,,
McJ-NY23,"McHugh, John M.",M,2048-09-29,Republican,NY,23,3623,109,110,0,0,0,0,0,0,0,0,,,
BoS-NY24,"Boehlert, Sherwood",M,2036-09-28,Republican,NY,24,3624,109,0,0,0,0,0,0,0,0,0,,,
ArM-NY24,"Arcuri, Michael A.",M,2059-06-11,Democratic,NY,24,3624,0,110,111,0,0,0,0,0,0,0,,,
WaJ-NY25,"Walsh, James T.",M,2047-06-19,Republican,NY,25,3625,109,110,0,0,0,0,0,0,0,0,,,
ReT-NY26,"Reynolds, Thomas M.",M,2050-09-03,Republican,NY,26,3626,109,110,0,0,0,0,0,0,0,0,,,
LeC-NY26,"Lee, Christopher J.",M,2064-04-01,Republican,NY,26,3626,0,0,111,0,0,0,0,0,0,0,,,
CoC-NY27,"Collins, Chris",M,2050-05-20,Republican,NY,27,3627,0,0,0,0,113,114,115,0,0,0,,,
KuJ-NY29,"Kuhl, John R. Randy, Jr.",M,2043-04-19,Republican,NY,29,3629,109,110,0,0,0,0,0,0,0,0,,,
MaE-NY29,"Massa, Eric J. J.",M,2059-09-16,Democratic,NY,29,3629,0,0,111,0,0,0,0,0,0,0,,,
DrS-OH01,"Driehaus, Steve",M,2066-06-24,Democratic,OH,1,3901,0,0,111,0,0,0,0,0,0,0,,,
ScJ-OH02,"Schmidt, Jean",F,2051-11-29,Republican,OH,2,3902,109,110,111,112,0,0,0,0,0,0,,,
OxM-OH04,"Oxley, Michael G.",M,2044-02-11,Republican,OH,4,3904,109,0,0,0,0,0,0,0,0,0,,,
GiP-OH05,"Gillmor, Paul E.",M,2039-02-01,Republican,OH,5,3905,109,0,0,0,0,0,0,0,0,0,,,
WiC-OH06,"Wilson, Charles A.",M,2043-01-18,Democratic,OH,6,3906,0,110,111,0,0,0,0,0,0,0,,,
HoD-OH07,"Hobson, David L.",M,2036-11-17,Republican,OH,7,3907,109,110,0,0,0,0,0,0,0,0,,,
AuS-OH07,"Austria, Steve",M,2058-10-12,Republican,OH,7,3907,0,0,111,112,0,0,0,0,0,0,,,
GiB-OH07,"Gibbs, Bob",M,2054-06-14,Republican,OH,7,3907,0,0,0,112,113,114,115,116,117,0,,,
JoS-OH11,"Jones, Stephanie Tubbs",F,2049-09-10,Democratic,OH,11,3911,109,110,0,0,0,0,0,0,0,0,,,
PrD-OH15,"Pryce, Deborah",F,2051-07-29,Republican,OH,15,3915,109,110,0,0,0,0,0,0,0,0,,,
ReR-OH16,"Regula, Ralph",M,2024-12-03,Republican,OH,16,3916,109,110,0,0,0,0,0,0,0,0,,,
GoA-OH16,"Gonzalez, Anthony",M,1984-09-18,Republican,OH,16,3916,0,0,0,0,0,0,0,116,117,0,,,
HoD-OR05,"Hooley, Darlene",F,2039-04-04,Democratic,OR,5,4105,109,110,0,0,0,0,0,0,0,0,,,
EnP-PA03,"English, Phil",M,2056-06-20,Republican,PA,3,4203,109,110,0,0,0,0,0,0,0,0,,,
PeJ-PA05,"Peterson, John E.",M,2038-12-25,Republican,PA,5,4205,109,110,0,0,0,0,0,0,0,0,,,
WeC-PA07,"Weldon, Curt",M,2047-07-22,Republican,PA,7,4207,109,0,0,0,0,0,0,0,0,0,,,
ShD-PA10,"Sherwood, Don",M,2041-03-05,Republican,PA,10,4210,109,0,0,0,0,0,0,0,0,0,,,
MuJ-PA12,"Murtha, John P.",M,2032-06-17,Democratic,PA,12,4212,109,110,111,0,0,0,0,0,0,0,,,
MuT-PA18,"Murphy, Tim",M,2052-09-11,Republican,PA,18,4218,109,110,111,112,113,114,0,0,0,0,,,
PlT-PA19,"Platts, Todd Russell",M,2062-03-05,Republican,PA,19,4219,109,110,111,112,0,0,0,0,0,0,,,
BrH-SC01,"Brown, Henry E., Jr.",M,2035-12-20,Republican,SC,1,4501,109,110,111,0,0,0,0,0,0,0,,,
SpJ-SC05,"Spratt, John M., Jr.",M,2042-11-01,Democratic,SC,5,4505,109,110,111,0,0,0,0,0,0,0,,,
ClJ-SC06,"Clyburn, James E.",M,2040-07-21,Democratic,SC,6,4506,109,110,111,112,113,114,115,116,117,118,,,
RiT-SC07,"Rice, Tom",M,2057-08-04,Republican,SC,7,4507,0,0,0,0,113,114,115,116,117,0,,,
JeW-TN01,"Jenkins, William L.",M,2036-11-29,Republican,TN,1,4701,109,0,0,0,0,0,0,0,0,0,,,
DaD-TN01,"Davis, David",M,2059-11-06,Republican,TN,1,4701,0,110,0,0,0,0,0,0,0,0,,,
DaL-TN04,"Davis, Lincoln",M,2043-09-13,Democratic,TN,4,4704,109,110,111,0,0,0,0,0,0,0,,,
GoB-TN06,"Gordon, Bart",M,2049-01-24,Democratic,TN,6,4706,109,110,111,0,0,0,0,0,0,0,,,
TaJ-TN08,"Tanner, John S.",M,2044-09-22,Democratic,TN,8,4708,109,110,111,0,0,0,0,0,0,0,,,
FlB-TX17,"Flores, Bill",M,2054-02-25,Republican,TX,17,4817,0,0,0,112,113,114,115,116,0,0,,,
BoH-TX23,"Bonilla, Henry",M,2054-01-02,Republican,TX,23,4823,109,0,0,0,0,0,0,0,0,0,,,
OrS-TX27,"Ortiz, Solomon P.",M,2037-06-03,Democratic,TX,27,4827,109,110,111,0,0,0,0,0,0,0,,,
GrG-TX29,"Green, Gene",M,2047-10-17,Democratic,TX,29,4829,109,110,111,112,113,114,115,0,0,0,,,
DaJ-VA01,"Davis, Jo Ann",F,2050-06-29,Republican,VA,1,5101,109,0,0,0,0,0,0,0,0,0,,,
DrT-VA02,"Drake, Thelma D.",F,2049-11-20,Republican,VA,2,5102,109,110,0,0,0,0,0,0,0,0,,,
DaT-VA11,"Davis, Tom",M,2049-01-05,Republican,VA,11,5111,109,110,0,0,0,0,0,0,0,0,,,
BaB-WA03,"Baird, Brian",M,2056-03-07,Democratic,WA,3,5303,109,110,111,0,0,0,0,0,0,0,,,
DiN-WA06,"Dicks, Norman D.",M,2040-12-16,Democratic,WA,6,5306,109,110,111,112,0,0,0,0,0,0,,,
SeF-WI05,"Sensenbrenner, F. James, Jr.",M,2043-06-14,Republican,WI,5,5505,109,110,111,112,113,114,115,116,0,0,,,
PeT-WI06,"Petri, Thomas E.",M,2040-05-28,Republican,WI,6,5506,109,110,111,112,113,0,0,0,0,0,,,
ObD-WI07,"Obey, David R.",M,2038-10-03,Democratic,WI,7,5507,109,110,111,0,0,0,0,0,0,0,,,
MoA-WV01,"Mollohan, Alan B.",M,2043-05-14,Democratic,WV,1,5401,109,110,111,0,0,0,0,0,0,0,,,
CuB-WY00,"Cubin, Barbara",F,2046-11-30,Republican,WY,0,5600,109,110,0,0,0,0,0,0,0,0,,,
FaE-AS00,"Faleomavaega, Eni F. H.",M,2043-08-15,Democratic,AS,0,0000,109,110,111,112,113,0,0,0,0,0,,,
BoM-GU00,"Bordallo, Madeleine Z.",F,2033-05-31,Democratic,GU,0,0000,109,110,111,112,113,114,115,0,0,0,,,
