uniqueid,fullname,gender,dob,party,stateabr,district,statedistid,congress109,congress110,congress111,congress112,congress113,congress114,congress115,congress116,congress117,congress118,twitterhandle,joinedon,yearjoined,AgeWhenTwitterJoined
HeJ-CO05,"Hefley, Joel",M,1935-04-18,Republican,CO,5,0805,109,0,0,0,0,0,0,0,0,0,,,,
BeB-CO07,"Beauprez, Bob",M,1948-09-22,Republican,CO,7,0807,109,0,0,0,0,0,0,0,0,0,,,,
JoN-CT05,"Johnson, Nancy L.",F,1935-01-05,Republican,CT,5,0905,109,0,0,0,0,0,0,0,0,0,,,,
CaM-DE00,"Castle, Michael N.",M,1939-07-02,Republican,DE,0,1000,109,110,111,0,0,0,0,0,0,0,,,,
MiJ-FL01,"Miller, Jeff",M,1959-06-27,Republican,FL,1,1201,109,110,111,112,113,114,0,0,0,0,,,,
MiJ-FL07,"Mica, John L.",M,1943-01-27,Republican,FL,7,1207,109,110,111,112,113,114,0,0,0,0,,,,
BiM-FL09,"Bilirakis, Michael",M,1930-07-16,Republican,FL,9,1209,109,0,0,0,0,0,0,0,0,0,,,,
YoC-FL13,"Young, C. W. Bill",M,1930-12-16,Republican,FL,13,1213,109,110,111,112,0,0,0,0,0,0,,,,
HaK-FL13,"Harris, Katherine",F,1957-04-05,Republican,FL,13,1213,109,0,0,0,0,0,0,0,0,0,,,,
FoM-FL16,"Foley, Mark",M,1954-09-08,Republican,FL,16,1216,109,0,0,0,0,0,0,0,0,0,,,,
ShE-FL22,"Shaw, E. Clay, Jr.",M,1939-04-19,Republican,FL,22,1222,109,0,0,0,0,0,0,0,0,0,,,,
FeT-FL24,"Feeney, Tom",M,1958-05-21,Republican,FL,24,1224,109,110,0,0,0,0,0,0,0,0,,,,
HaK-GA06,"Handel, Karen C.",F,1962-04-18,Republican,GA,6,1306,0,0,0,0,0,0,115,0,0,0,,,,
NoC-GA10,"Norwood, Charles W.",M,1941-07-27,Republican,GA,10,1310,109,0,0,0,0,0,0,0,0,0,,,,
LeJ-IA02,"Leach, James A.",M,1942-10-15,Republican,IA,2,1902,109,0,0,0,0,0,0,0,0,0,,,,
SaB-ID01,"Sali, Bill",M,1954-02-17,Republican,ID,1,1601,0,110,0,0,0,0,0,0,0,0,,,,
HyH-IL06,"Hyde, Henry J.",M,1924-04-18,Republican,IL,6,1706,109,0,0,0,0,0,0,0,0,0,,,,
HaJ-IL14,"Hastert, J. Dennis",M,1942-01-02,Republican,IL,14,1714,109,0,0,0,0,0,0,0,0,0,,,,
MaD-IL16,"Manzullo, Donald A.",M,1944-03-24,Republican,IL,16,1716,109,110,111,112,0,0,0,0,0,0,,,,
ScR-IL17,"Schilling, Robert T.",M,1964-01-23,Republican,IL,17,1717,0,0,0,112,0,0,0,0,0,0,,,,
SoM-IN03,"Souder, Mark E.",M,1950-07-18,Republican,IN,3,1803,109,110,111,0,0,0,0,0,0,0,,,,
BuS-IN04,"Buyer, Steve",M,1958-11-26,Republican,IN,4,1804,109,110,111,0,0,0,0,0,0,0,,,,
HoJ-IN08,"Hostettler, John N.",M,1961-06-19,Republican,IN,8,1808,109,0,0,0,0,0,0,0,0,0,,,,
JeL-KS02,"Jenkins, Lynn",F,1963-06-10,Republican,KS,2,2002,0,0,111,112,113,114,115,0,0,0,,,,
WaS-KS02,"Watkins, Steve",M,1976-09-18,Republican,KS,2,2002,0,0,0,0,0,0,0,116,0,0,,,,
TiT-KS04,"Tiahrt, Todd",M,1951-06-15,Republican,KS,4,2004,109,110,111,0,0,0,0,0,0,0,,,,
LeR-KY02,"Lewis, Ron",M,1946-09-14,Republican,KY,2,2102,109,110,0,0,0,0,0,0,0,0,,,,
NoA-KY03,"Northup, Anne M.",F,1948-01-22,Republican,KY,3,2103,109,0,0,0,0,0,0,0,0,0,,,,
CaA-LA02,"Cao, Anh Joseph",M,1967-03-13,Republican,LA,2,2202,0,0,111,0,0,0,0,0,0,0,,,,
BoC-LA03,"Boustany, Charles W., Jr.",M,1956-02-21,Republican,LA,3,2203,109,110,111,112,113,114,0,0,0,0,,,,
McJ-LA04,"McCrery, Jim",M,1949-09-18,Republican,LA,4,2204,109,110,111,0,0,0,0,0,0,0,,,,
AlR-LA05,"Alexander, Rodney",M,1946-12-05,Republican,LA,5,2205,109,110,111,112,0,0,0,0,0,0,,,,
BaR-LA06,"Baker, Richard H.",M,1948-05-22,Republican,LA,6,2206,109,110,0,0,0,0,0,0,0,0,,,,
GiW-MD01,"Gilchrest, Wayne T.",M,1946-04-15,Republican,MD,1,2401,109,110,0,0,0,0,0,0,0,0,,,,
HoP-MI02,"Hoekstra, Peter",M,1953-10-30,Republican,MI,2,2602,109,110,111,0,0,0,0,0,0,0,,,,
EhV-MI03,"Ehlers, Vernon J.",M,1934-02-06,Republican,MI,3,2603,109,110,111,0,0,0,0,0,0,0,,,,
CaD-MI04,"Camp, Dave",M,1953-07-09,Republican,MI,4,2604,109,110,111,112,113,0,0,0,0,0,,,,
ScJ-MI07,"Schwarz, John J.H. Joe",M,1937-11-15,Republican,MI,7,2607,109,0,0,0,0,0,0,0,0,0,,,,
KnJ-MI09,"Knollenberg, Joe",M,1933-11-28,Republican,MI,9,2609,109,110,0,0,0,0,0,0,0,0,,,,
McT-MI11,"McCotter, Thaddeus G.",M,1965-08-22,Republican,MI,11,2611,109,110,111,112,0,0,0,0,0,0,,,,
RaJ-MN03,"Ramstad, Jim",M,1946-05-06,Republican,MN,3,2703,109,110,0,0,0,0,0,0,0,0,,,,
KeM-MN06,"Kennedy, Mark R.",M,1957-04-11,Republican,MN,6,2706,109,0,0,0,0,0,0,0,0,0,,,,
CrC-MN08,"Cravaack, Chip",M,1959-12-29,Republican,MN,8,2708,0,0,0,112,0,0,0,0,0,0,,,,
EmJ-MO08,"Emerson, Jo Ann",F,1950-09-16,Republican,MO,8,2908,109,110,111,112,0,0,0,0,0,0,,,,
HuK-MO09,"Hulshof, Kenny C.",M,1958-05-22,Republican,MO,9,2909,109,110,0,0,0,0,0,0,0,0,,,,
PiC-MS03,"Pickering, Charles W. Chip",M,1963-08-10,Republican,MS,3,2803,109,110,0,0,0,0,0,0,0,0,,,,
ReD-MT00,"Rehberg, Denny",M,1955-10-05,Republican,MT,0,3000,109,110,111,112,0,0,0,0,0,0,,,,
DaS-MT00,"Daines, Steve",M,1962-08-20,Republican,MT,0,3000,0,0,0,0,113,0,0,0,0,0,,,,
MyS-NC09,"Myrick, Sue Wilkins",F,1941-08-01,Republican,NC,9,3709,109,110,111,112,0,0,0,0,0,0,,,,
TaC-NC11,"Taylor, Charles H.",M,1941-01-23,Republican,NC,11,3711,109,0,0,0,0,0,0,0,0,0,,,,
BeR-ND00,"Berg, Rick",M,1959-08-16,Republican,ND,0,3800,0,0,0,112,0,0,0,0,0,0,,,,
OsT-NE03,"Osborne, Tom",M,1937-02-23,Republican,NE,3,3103,109,0,0,0,0,0,0,0,0,0,,,,
SmC-NJ04,"Smith, Christopher H.",M,1953-03-04,Republican,NJ,4,3404,109,110,111,112,113,114,115,116,117,118,,,,
FeM-NJ07,"Ferguson, Mike",M,1970-06-22,Republican,NJ,7,3407,109,110,0,0,0,0,0,0,0,0,,,,
FrR-NJ11,"Frelinghuysen, Rodney P.",M,1946-04-29,Republican,NJ,11,3411,109,110,111,112,113,114,115,0,0,0,,,,
GiJ-NV02,"Gibbons, Jim",M,1944-12-16,Republican,NV,2,3202,109,0,0,0,0,0,0,0,0,0,,,,
HeJ-NV03,"Heck, Joseph J.",M,1961-10-30,Republican,NV,3,3203,0,0,0,112,113,114,0,0,0,0,,,,
FoV-NY13,"Fossella, Vito",M,1965-03-09,Republican,NY,13,3613,109,110,0,0,0,0,0,0,0,0,,,,
KeS-NY19,"Kelly, Sue W.",F,1936-09-26,Republican,NY,19,3619,109,0,0,0,0,0,0,0,0,0,,,,
SwJ-NY20,"Sweeney, John E.",M,1955-08-09,Republican,NY,20,3620,109,0,0,0,0,0,0,0,0,0,,,,
McJ-NY23,"McHugh, John M.",M,1948-09-29,Republican,NY,23,3623,109,110,0,0,0,0,0,0,0,0,,,,
BoS-NY24,"Boehlert, Sherwood",M,1936-09-28,Republican,NY,24,3624,109,0,0,0,0,0,0,0,0,0,,,,
WaJ-NY25,"Walsh, James T.",M,1947-06-19,Republican,NY,25,3625,109,110,0,0,0,0,0,0,0,0,,,,
ReT-NY26,"Reynolds, Thomas M.",M,1950-09-03,Republican,NY,26,3626,109,110,0,0,0,0,0,0,0,0,,,,
LeC-NY26,"Lee, Christopher J.",M,1964-04-01,Republican,NY,26,3626,0,0,111,0,0,0,0,0,0,0,,,,
CoC-NY27,"Collins, Chris",M,1950-05-20,Republican,NY,27,3627,0,0,0,0,113,114,115,0,0,0,,,,
KuJ-NY29,"Kuhl, John R. Randy, Jr.",M,1943-04-19,Republican,NY,29,3629,109,110,0,0,0,0,0,0,0,0,,,,
ScJ-OH02,"Schmidt, Jean",F,1951-11-29,Republican,OH,2,3902,109,110,111,112,0,0,0,0,0,0,,,,
OxM-OH04,"Oxley, Michael G.",M,1944-02-11,Republican,OH,4,3904,109,0,0,0,0,0,0,0,0,0,,,,
GiP-OH05,"Gillmor, Paul E.",M,1939-02-01,Republican,OH,5,3905,109,0,0,0,0,0,0,0,0,0,,,,
HoD-OH07,"Hobson, David L.",M,1936-11-17,Republican,OH,7,3907,109,110,0,0,0,0,0,0,0,0,,,,
AuS-OH07,"Austria, Steve",M,1958-10-12,Republican,OH,7,3907,0,0,111,112,0,0,0,0,0,0,,,,
GiB-OH07,"Gibbs, Bob",M,1954-06-14,Republican,OH,7,3907,0,0,0,112,113,114,115,116,117,0,,,,
PrD-OH15,"Pryce, Deborah",F,1951-07-29,Republican,OH,15,3915,109,110,0,0,0,0,0,0,0,0,,,,
ReR-OH16,"Regula, Ralph",M,1924-12-03,Republican,OH,16,3916,109,110,0,0,0,0,0,0,0,0,,,,
GoA-OH16,"Gonzalez, Anthony",M,1984-09-18,Republican,OH,16,3916,0,0,0,0,0,0,0,116,117,0,,,,
EnP-PA03,"English, Phil",M,1956-06-20,Republican,PA,3,4203,109,110,0,0,0,0,0,0,0,0,,,,
PeJ-PA05,"Peterson, John E.",M,1938-12-25,Republican,PA,5,4205,109,110,0,0,0,0,0,0,0,0,,,,
WeC-PA07,"Weldon, Curt",M,1947-07-22,Republican,PA,7,4207,109,0,0,0,0,0,0,0,0,0,,,,
ShD-PA10,"Sherwood, Don",M,1941-03-05,Republican,PA,10,4210,109,0,0,0,0,0,0,0,0,0,,,,
MuT-PA18,"Murphy, Tim",M,1952-09-11,Republican,PA,18,4218,109,110,111,112,113,114,0,0,0,0,,,,
PlT-PA19,"Platts, Todd Russell",M,1962-03-05,Republican,PA,19,4219,109,110,111,112,0,0,0,0,0,0,,,,
BrH-SC01,"Brown, Henry E., Jr.",M,1935-12-20,Republican,SC,1,4501,109,110,111,0,0,0,0,0,0,0,,,,
RiT-SC07,"Rice, Tom",M,1957-08-04,Republican,SC,7,4507,0,0,0,0,113,114,115,116,117,0,,,,
JeW-TN01,"Jenkins, William L.",M,1936-11-29,Republican,TN,1,4701,109,0,0,0,0,0,0,0,0,0,,,,
DaD-TN01,"Davis, David",M,1959-11-06,Republican,TN,1,4701,0,110,0,0,0,0,0,0,0,0,,,,
FlB-TX17,"Flores, Bill",M,1954-02-25,Republican,TX,17,4817,0,0,0,112,113,114,115,116,0,0,,,,
BoH-TX23,"Bonilla, Henry",M,1954-01-02,Republican,TX,23,4823,109,0,0,0,0,0,0,0,0,0,,,,
DaJ-VA01,"Davis, Jo Ann",F,1950-06-29,Republican,VA,1,5101,109,0,0,0,0,0,0,0,0,0,,,,
DrT-VA02,"Drake, Thelma D.",F,1949-11-20,Republican,VA,2,5102,109,110,0,0,0,0,0,0,0,0,,,,
DaT-VA11,"Davis, Tom",M,1949-01-05,Republican,VA,11,5111,109,110,0,0,0,0,0,0,0,0,,,,
SeF-WI05,"Sensenbrenner, F. James, Jr.",M,1943-06-14,Republican,WI,5,5505,109,110,111,112,113,114,115,116,0,0,,,,
PeT-WI06,"Petri, Thomas E.",M,1940-05-28,Republican,WI,6,5506,109,110,111,112,113,0,0,0,0,0,,,,
CuB-WY00,"Cubin, Barbara",F,1946-11-30,Republican,WY,0,5600,109,110,0,0,0,0,0,0,0,0,,,,
