uniqueid,fullname,gender,dob,party,stateabr,district,CongressSession,AgeWhenSessionStarted,sessionstartedon,sessionendedon,twitterhandle,joinedon,AgeWhenTwitterJoined,yearjoinedontwitter
LoB-GA11,"Loudermilk, Barry",M,1963-12-22,Republican,GA,11,114,51,2015-01-03,2017-01-03,RepLoudermilk,2014-12-01,50,2014
VeF-TX34,"Vela, Filemon",M,1963-02-13,Democratic,TX,34,114,51,2015-01-03,2017-01-03,RepFilemonVela,2013-01-01,49,2013
GrG-FL02,"Graham, Gwen",F,1963-01-31,Democratic,FL,2,114,51,2015-01-03,2017-01-03,GwenGraham,2013-03-01,50,2013
CaT-CA29,"Cardenas, Tony",M,1963-03-31,Democratic,CA,29,114,51,2015-01-03,2017-01-03,repcardenas,2013-02-01,49,2013
KiR-WI03,"Kind, Ron",M,1963-03-16,Democratic,WI,3,114,51,2015-01-03,2017-01-03,RepRonKind,2010-02-01,46,2010
DeJ-MD06,"Delaney, John K.",M,1963-04-16,Democratic,MD,6,114,51,2015-01-03,2017-01-03,JohnDelaney,2011-12-01,48,2011
JeL-KS02,"Jenkins, Lynn",F,1963-06-10,Republican,KS,2,114,51,2015-01-03,2017-01-03,,,,
BiG-FL12,"Bilirakis, Gus M.",M,1963-02-08,Republican,FL,12,114,51,2015-01-03,2017-01-03,RepGusBilirakis,2009-03-01,46,2009
RuS-OK05,"Russell, Steve",M,1963-05-25,Republican,OK,5,114,51,2015-01-03,2017-01-03,SteveRussellOK,2014-02-01,50,2014
PoM-KS04,"Pompeo, Mike",M,1963-12-30,Republican,KS,4,114,51,2015-01-03,2017-01-03,mikepompeo,2019-08-01,55,2019
RoK-PA12,"Rothfus, Keith J.",M,1962-04-25,Republican,PA,12,114,52,2015-01-03,2017-01-03,KeithRothfus,2013-02-01,50,2013
WaM-CA45,"Walters, Mimi",F,1962-05-14,Republican,CA,45,114,52,2015-01-03,2017-01-03,MimiWaltersCA,2014-02-01,51,2014
KaJ-NY24,"Katko, John",M,1962-11-09,Republican,NY,24,114,52,2015-01-03,2017-01-03,RepJohnKatko,2015-01-01,52,2015
TiP-OH12,"Tiberi, Patrick J.",M,1962-10-21,Republican,OH,12,114,52,2015-01-03,2017-01-03,PatTiberi,2012-10-01,49,2012
FlC-TN03,"Fleischmann, Charles J. Chuck",M,1962-10-11,Republican,TN,3,114,52,2015-01-03,2017-01-03,RepChuck,2011-01-01,48,2011
OlP-TX22,"Olson, Pete",M,1962-12-09,Republican,TX,22,114,52,2015-01-03,2017-01-03,RepPeteOlson,2009-02-01,46,2009
DeS-WA01,"DelBene, Suzan K.",F,1962-02-17,Democratic,WA,1,114,52,2015-01-03,2017-01-03,RepDelBene,2012-12-01,50,2012
ScD-AZ01,"Schweikert, David",M,1962-03-03,Republican,AZ,1,114,52,2015-01-03,2017-01-03,RepDavid,2010-12-01,48,2010
SaJ-MD03,"Sarbanes, John P.",M,1962-05-22,Democratic,MD,3,114,52,2015-01-03,2017-01-03,RepSarbanes,2011-08-01,49,2011
PeS-PA10,"Perry, Scott",M,1962-05-27,Republican,PA,10,114,52,2015-01-03,2017-01-03,RepScottPerry,2009-01-01,46,2009
WaA-MO02,"Wagner, Ann",F,1962-09-13,Republican,MO,2,114,52,2015-01-03,2017-01-03,RepAnnWagner,2012-01-01,49,2012
BuL-IN08,"Bucshon, Larry",M,1962-05-31,Republican,IN,8,114,52,2015-01-03,2017-01-03,RepLarryBucshon,2011-01-01,48,2011
CrJ-NY14,"Crowley, Joseph",M,1962-03-16,Democratic,NY,14,114,52,2015-01-03,2017-01-03,JoeCrowleyNY,2010-02-01,47,2010
DiM-FL26,"Diaz-Balart, Mario",M,1961-09-25,Republican,FL,26,114,53,2015-01-03,2017-01-03,MarioDB,2009-01-01,47,2009
MoJ-MI02,"Moolenaar, John R.",M,1961-05-08,Republican,MI,2,114,53,2015-01-03,2017-01-03,RepMoolenaar,2014-07-01,53,2014
CiD-RI01,"Cicilline, David N.",M,1961-07-15,Democratic,RI,1,114,53,2015-01-03,2017-01-03,davidcicilline,2009-03-01,47,2009
RoP-IL06,"Roskam, Peter J.",M,1961-09-13,Republican,IL,6,114,53,2015-01-03,2017-01-03,PeterRoskam,2009-02-01,47,2009
CaM-PA08,"Cartwright, Matt",M,1961-05-01,Democratic,PA,8,114,53,2015-01-03,2017-01-03,RepCartwright,2012-08-01,51,2012
HeJ-NV03,"Heck, Joseph J.",M,1961-10-30,Republican,NV,3,114,53,2015-01-03,2017-01-03,,,,
EmT-MN06,"Emmer, Tom",M,1961-03-03,Republican,MN,6,114,53,2015-01-03,2017-01-03,GOPmajoritywhip,2014-12-01,53,2014
VaJ-CA52,"Vargas, Juan",M,1961-03-07,Democratic,CA,52,114,53,2015-01-03,2017-01-03,RepJuanVargas,2013-03-01,52,2013
CrK-ND00,"Cramer, Kevin",M,1961-01-21,Republican,ND,0,114,53,2015-01-03,2017-01-03,SenKevinCramer,2012-12-01,51,2012
BuC-IL17,"Bustos, Cheri",F,1961-10-17,Democratic,IL,17,114,53,2015-01-03,2017-01-03,RepCheri,2013-01-01,51,2013
ZiR-MT01,"Zinke, Ryan K.",M,1961-11-01,Republican,MT,1,114,53,2015-01-03,2017-01-03,RepRyanZinke,2014-12-01,53,2014
FaB-TX27,"Farenthold, Blake",M,1961-12-12,Republican,TX,27,114,53,2015-01-03,2017-01-03,farenthold,2008-12-01,47,2008
McM-TX10,"McCaul, Michael T.",M,1962-01-14,Republican,TX,10,114,53,2015-01-03,2017-01-03,RepMcCaul,2009-03-01,47,2009
SaM-SC01,"Sanford, Mark",M,1960-05-28,Republican,SC,1,114,54,2015-01-03,2017-01-03,MarkSanford,2009-04-01,48,2009
FoJ-NE01,"Fortenberry, Jeff",M,1960-12-27,Republican,NE,1,114,54,2015-01-03,2017-01-03,JeffFortenberry,2009-01-01,48,2009
ShB-PA09,"Shuster, Bill",M,1961-01-10,Republican,PA,9,114,54,2015-01-03,2017-01-03,ShusterForPA9,2012-09-01,51,2012
TrD-MI11,"Trott, David A.",M,1960-10-16,Republican,MI,11,114,54,2015-01-03,2017-01-03,MIDaveTrott,2014-11-01,54,2014
JeE-WV03,"Jenkins, Evan H.",M,1960-09-12,Republican,WV,3,114,54,2015-01-03,2017-01-03,EvanJenkinsWV,2013-07-01,52,2013
ScA-CA30,"Schiff, Adam B.",M,1960-06-22,Democratic,CA,30,114,54,2015-01-03,2017-01-03,RepAdamSchiff,2009-04-01,48,2009
BrS-IN05,"Brooks, Susan W.",F,1960-08-25,Republican,IN,5,114,54,2015-01-03,2017-01-03,SusanWBrooks,2013-01-01,52,2013
MaT-NJ03,"MacArthur, Thomas",M,1960-10-16,Republican,NJ,3,114,54,2015-01-03,2017-01-03,RepTomMacArthur,2015-01-01,54,2015
BoM-IL12,"Bost, Mike",M,1960-12-30,Republican,IL,12,114,54,2015-01-03,2017-01-03,RepBost,2015-01-01,54,2015
DeC-PA15,"Dent, Charles W.",M,1960-05-24,Republican,PA,15,114,54,2015-01-03,2017-01-03,RepCharlieDent,2011-01-01,50,2011
StC-UT02,"Stewart, Chris",M,1960-07-15,Republican,UT,2,114,54,2015-01-03,2017-01-03,RepChrisStewart,2013-01-01,52,2013
HiJ-GA10,"Hice, Jody B.",M,1960-04-22,Republican,GA,10,114,54,2015-01-03,2017-01-03,CongressmanHice,2015-01-01,54,2015
RiE-VA02,"Rigell, E. Scott",M,1960-05-28,Republican,VA,2,114,54,2015-01-03,2017-01-03,RepScottRigell,2010-12-01,50,2010
HaV-MO04,"Hartzler, Vicky",F,1960-10-13,Republican,MO,4,114,54,2015-01-03,2017-01-03,RepHartzler,2011-01-01,50,2011
TaM-CA39,"Takano, Mark",M,1960-12-10,Democratic,CA,39,114,54,2015-01-03,2017-01-03,RepMarkTakano,2012-12-01,52,2012
LaD-CA01,"LaMalfa, Doug",M,1960-07-02,Republican,CA,1,114,54,2015-01-03,2017-01-03,RepLaMalfa,2013-01-01,52,2013
BuK-CO04,"Buck, Ken",M,1959-02-16,Republican,CO,4,114,55,2015-01-03,2017-01-03,RepKenBuck,2014-11-01,55,2014
GaS-NJ05,"Garrett, Scott",M,1959-07-09,Republican,NJ,5,114,55,2015-01-03,2017-01-03,RepGarrett,2012-11-01,53,2012
HiB-NY26,"Higgins, Brian",M,1959-10-06,Democratic,NY,26,114,55,2015-01-03,2017-01-03,RepBrianHiggins,2009-04-01,49,2009
MiJ-FL01,"Miller, Jeff",M,1959-06-27,Republican,FL,1,114,55,2015-01-03,2017-01-03,,,,
CoB-VA10,"Comstock, Barbara",F,1959-06-30,Republican,VA,10,114,55,2015-01-03,2017-01-03,BarbaraComstock,2009-05-01,49,2009
TuM-OH10,"Turner, Michael R.",M,1960-01-11,Republican,OH,10,114,55,2015-01-03,2017-01-03,RepMikeTurner,2009-06-01,49,2009
SaL-CA46,"Sanchez, Loretta",F,1960-01-07,Democratic,CA,46,114,55,2015-01-03,2017-01-03,LorettaSanchez,2010-01-01,50,2010
LuF-OK03,"Lucas, Frank D.",M,1960-01-06,Republican,OK,3,114,55,2015-01-03,2017-01-03,RepFrankLucas,2011-01-01,51,2011
EsE-CT05,"Esty, Elizabeth H.",F,1959-08-25,Democratic,CT,5,114,55,2015-01-03,2017-01-03,ElizabethCrypt7,2021-04-01,61,2021
RoD-FL15,"Ross, Dennis A.",M,1959-10-18,Republican,FL,15,114,55,2015-01-03,2017-01-03,DennisRossSEU,2009-04-01,49,2009
McJ-MA02,"McGovern, James P.",M,1959-11-20,Democratic,MA,2,114,55,2015-01-03,2017-01-03,RepMcGovern,2011-01-01,51,2011
ThG-PA15,"Thompson, Glenn",M,1959-07-27,Republican,PA,15,114,55,2015-01-03,2017-01-03,CongressmanGT,2009-01-01,49,2009
ClC-FL19,"Clawson, Curt",M,1959-09-28,Republican,FL,19,114,55,2015-01-03,2017-01-03,RepCurtClawson,2014-08-01,54,2014
MeM-NC11,"Meadows, Mark",M,1959-07-28,Republican,NC,11,114,55,2015-01-03,2017-01-03,MarkMeadows,2012-11-01,53,2012
LuM-NM01,"Lujan Grisham, Michelle",F,1959-10-24,Democratic,NM,1,114,55,2015-01-03,2017-01-03,Michelle4NM,2011-09-01,51,2011
WiR-VA01,"Wittman, Robert J.",M,1959-02-03,Republican,VA,1,114,55,2015-01-03,2017-01-03,RobWittman,2008-07-01,49,2008
PiP-PR00,"Pierluisi, Pedro R.",M,1959-04-26,Democratic,PR,0,114,55,2015-01-03,2017-01-03,pedropierluisi,2009-04-01,49,2009
AmM-NV02,"Amodei, Mark E.",M,1958-06-12,Republican,NV,2,114,56,2015-01-03,2017-01-03,MarkAmodeiNV2,2011-11-01,53,2011
KiD-MI08,"Kildee, Daniel T.",M,1958-08-11,Democratic,MI,8,114,56,2015-01-03,2017-01-03,RepDanKildee,2012-12-01,54,2012
WeB-OH02,"Wenstrup, Brad R.",M,1958-06-17,Republican,OH,2,114,56,2015-01-03,2017-01-03,RepBradWenstrup,2012-03-01,53,2012
NoD-NJ01,"Norcross, Donald",M,1958-12-13,Democratic,NJ,1,114,56,2015-01-03,2017-01-03,DonaldNorcross,2015-03-01,56,2015
IsS-NY03,"Israel, Steve",M,1958-05-30,Democratic,NY,3,114,56,2015-01-03,2017-01-03,RepSteveIsrael,2009-02-01,50,2009
ShJ-IL15,"Shimkus, John",M,1958-02-21,Republican,IL,15,114,56,2015-01-03,2017-01-03,RepShimkus,2008-07-01,50,2008
VaC-MD08,"Van Hollen, Chris",M,1959-01-10,Democratic,MD,8,114,56,2015-01-03,2017-01-03,ChrisVanHollen,2008-12-01,49,2008
PaJrD-NJ10,"Payne, Donald M., Jr.",M,1958-12-17,Democratic,NJ,10,114,56,2015-01-03,2017-01-03,RepDonaldPayne,2013-02-01,54,2013
EdD-MD04,"Edwards, Donna F.",F,1958-06-28,Democratic,MD,4,114,56,2015-01-03,2017-01-03,DonnaFEdwards,2012-08-01,54,2012
PeS-CA50,"Peters, Scott H.",M,1958-06-17,Democratic,CA,50,114,56,2015-01-03,2017-01-03,RepScottPeters,2013-01-01,54,2013
RoM-AL03,"Rogers, Mike D.",M,1958-07-16,Republican,AL,3,114,56,2015-01-03,2017-01-03,repmikerogersal,2009-04-01,50,2009
GoP-AZ09,"Gosar, Paul A.",M,1958-11-22,Republican,AZ,9,114,56,2015-01-03,2017-01-03,RepGosar,2011-01-01,52,2011
GrA-FL09,"Grayson, Alan",M,1958-03-13,Democratic,FL,9,114,56,2015-01-03,2017-01-03,AlanGrayson,2009-05-01,51,2009
QuM-IL05,"Quigley, Mike",M,1958-10-17,Democratic,IL,5,114,56,2015-01-03,2017-01-03,RepMikeQuigley,2009-07-01,50,2009
SaM-AZ05,"Salmon, Matt",M,1958-01-21,Republican,AZ,5,114,56,2015-01-03,2017-01-03,MattSalmonAZ,2011-04-01,53,2011
ReJ-OH16,"Renacci, James B.",M,1958-12-03,Republican,OH,16,114,56,2015-01-03,2017-01-03,JimRenacci,2014-02-01,55,2014
BeX-CA34,"Becerra, Xavier",M,1958-01-26,Democratic,CA,34,114,56,2015-01-03,2017-01-03,SecBecerra,2021-03-01,63,2021
ThM-TX13,"Thornberry, Mac",M,1958-07-15,Republican,TX,13,114,56,2015-01-03,2017-01-03,MacTXPress,2011-09-01,53,2011
GrH-VA09,"Griffith, H. Morgan",M,1958-03-15,Republican,VA,9,114,56,2015-01-03,2017-01-03,RepMGriffith,2011-01-01,52,2011
HaA-MD01,"Harris, Andy",M,1957-01-25,Republican,MD,1,114,57,2015-01-03,2017-01-03,RepAndyHarrisMD,2012-01-01,54,2012
HaC-NV04,"Hardy, Cresent",F,1957-06-23,Republican,NV,4,114,57,2015-01-03,2017-01-03,RepHardy,2015-01-01,57,2015
CaE-GA01,"Carter, Earl L. Buddy",M,1957-09-06,Republican,GA,1,114,57,2015-01-03,2017-01-03,RepBuddyCarter,2015-01-15,57,2015
HeJ-TX05,"Hensarling, Jeb",M,1957-05-29,Republican,TX,5,114,57,2015-01-03,2017-01-03,RepHensarling,2009-01-01,51,2009
DeD-CO01,"DeGette, Diana",F,1957-07-29,Democratic,CO,1,114,57,2015-01-03,2017-01-03,RepDianaDeGette,2009-04-01,51,2009
WoS-AR03,"Womack, Steve",M,1957-02-18,Republican,AR,3,114,57,2015-01-03,2017-01-03,rep_stevewomack,2011-01-01,53,2011
RiT-SC07,"Rice, Tom",M,1957-08-04,Republican,SC,7,114,57,2015-01-03,2017-01-03,,,,
FrT-AZ08,"Franks, Trent",M,1957-06-19,Republican,AZ,8,114,57,2015-01-03,2017-01-03,,,,
JoD-OH14,"Joyce, David P.",M,1957-03-17,Republican,OH,14,114,57,2015-01-03,2017-01-03,RepDaveJoyce,2012-11-01,55,2012
BaL-PA11,"Barletta, Lou",M,1956-01-28,Republican,PA,11,114,58,2015-01-03,2017-01-03,RepLouBarletta,2011-01-01,54,2011
ClW-MO01,"Clay, Wm. Lacy",M,1956-07-27,Democratic,MO,1,114,58,2015-01-03,2017-01-03,LacyClayMO1,2012-05-01,55,2012
CuJ-TX07,"Culberson, John Abney",M,1956-08-24,Republican,TX,7,114,58,2015-01-03,2017-01-03,johnculberson,2008-05-01,51,2008
BoC-LA03,"Boustany, Charles W., Jr.",M,1956-02-21,Republican,LA,3,114,58,2015-01-03,2017-01-03,,,,
KuA-NH02,"Kuster, Ann M.",F,1956-09-05,Democratic,NH,2,114,58,2015-01-03,2017-01-03,RepAnnieKuster,2013-01-01,56,2013
DoD-NY11,"Donovan, Daniel M., Jr.",M,1956-11-06,Republican,NY,11,114,58,2015-01-03,2017-01-03,RepDanDonovan,2015-07-01,58,2015
LaR-OH05,"Latta, Robert E.",M,1956-04-18,Republican,OH,5,114,58,2015-01-03,2017-01-03,boblatta,2008-01-01,51,2008
WaG-OR02,"Walden, Greg",M,1957-01-10,Republican,OR,2,114,58,2015-01-03,2017-01-03,repgregwalden,2009-04-01,52,2009
HaG-MS03,"Harper, Gregg",M,1956-06-01,Republican,MS,3,114,58,2015-01-03,2017-01-03,HarperCampaign,2009-10-01,53,2009
HiJ-AR02,"Hill, J. French",M,1956-12-05,Republican,AR,2,114,58,2015-01-03,2017-01-03,repfrenchhill,2014-12-01,58,2014
KeR-IL02,"Kelly, Robin L.",F,1956-04-30,Democratic,IL,2,114,58,2015-01-03,2017-01-03,RepRobinKelly,2013-04-01,56,2013
FaC-PA02,"Fattah, Chaka",M,1956-11-21,Democratic,PA,2,114,58,2015-01-03,2017-01-03,chakafattah,2009-06-01,52,2009
CaJ-DE00,"Carney, John C., Jr.",M,1956-05-20,Democratic,DE,0,114,58,2015-01-03,2017-01-03,JohnCarneyDE,2011-01-01,54,2011
RiR-WI08,"Ribble, Reid J.",M,1956-04-05,Republican,WI,8,114,58,2015-01-03,2017-01-03,RepRibble,2011-01-01,54,2011
TiS-CO03,"Tipton, Scott R.",M,1956-11-09,Republican,CO,3,114,58,2015-01-03,2017-01-03,RepTipton,2011-01-01,54,2011
McT-CA05,"McClintock, Tom",M,1956-07-10,Republican,CA,5,114,58,2015-01-03,2017-01-03,RepMcClintock,2009-06-01,52,2009
FoB-IL11,"Foster, Bill",M,1955-10-07,Democratic,IL,11,114,59,2015-01-03,2017-01-03,RepBillFoster,2013-01-01,57,2013
SaG-MP00,"Sablan, Gregorio Kilili Camacho",M,1955-01-19,Democratic,MP,0,114,59,2015-01-03,2017-01-03,Kilili_Sablan,2017-11-01,62,2017
GrG-WI06,"Grothman, Glenn",M,1955-07-03,Republican,WI,6,114,59,2015-01-03,2017-01-03,RepGrothman,2015-01-01,59,2015
SeP-TX17,"Sessions, Pete",M,1955-03-22,Republican,TX,17,114,59,2015-01-03,2017-01-03,PeteSessions,2009-01-01,53,2009
MeP-PA07,"Meehan, Patrick",M,1955-10-20,Republican,PA,7,114,59,2015-01-03,2017-01-03,PatMeehanPA,2010-01-01,54,2010
BlR-IA01,"Blum, Rod",M,1955-04-26,Republican,IA,1,114,59,2015-01-03,2017-01-03,RepRodBlum,2015-01-01,59,2015
BrK-TX08,"Brady, Kevin",M,1955-04-11,Republican,TX,8,114,59,2015-01-03,2017-01-03,bradyfortexas,2012-05-01,57,2012
LoB-MO07,"Long, Billy",M,1955-08-11,Republican,MO,7,114,59,2015-01-03,2017-01-03,auctnr1,2009-02-01,53,2009
ByB-AL01,"Byrne, Bradley",M,1955-02-16,Republican,AL,1,114,59,2015-01-03,2017-01-03,BradleyByrne,2009-05-01,54,2009
LyS-MA08,"Lynch, Stephen F.",M,1955-03-31,Democratic,MA,8,114,59,2015-01-03,2017-01-03,RepStephenLynch,2011-06-01,56,2011
CoM-CO06,"Coffman, Mike",M,1955-03-19,Republican,CO,6,114,59,2015-01-03,2017-01-03,AuroraMayorMike,2019-07-01,64,2019
LaR-WA02,"Larsen, Rick",M,1955-06-15,Democratic,WA,2,114,59,2015-01-03,2017-01-03,RepRickLarsen,2011-11-01,56,2011
YoT-FL03,"Yoho, Ted S.",M,1955-04-13,Republican,FL,3,114,59,2015-01-03,2017-01-03,RepTedYoho,2013-01-01,57,2013
CuH-TX28,"Cuellar, Henry",M,1955-09-19,Democratic,TX,28,114,59,2015-01-03,2017-01-03,RepCuellar,2010-11-01,55,2010
NeD-WA04,"Newhouse, Dan",M,1955-07-10,Republican,WA,4,114,59,2015-01-03,2017-01-03,RepNewhouse,2014-12-01,59,2014
PiC-ME01,"Pingree, Chellie",F,1955-04-02,Democratic,ME,1,114,59,2015-01-03,2017-01-03,chelliepingree,2008-06-01,53,2008
FlB-TX17,"Flores, Bill",M,1954-02-25,Republican,TX,17,114,60,2015-01-03,2017-01-03,,,,
ShB-CA32,"Sherman, Brad",M,1954-10-24,Democratic,CA,32,114,60,2015-01-03,2017-01-03,BradSherman,2009-01-01,54,2009
CoJ-TN05,"Cooper, Jim",M,1954-06-19,Democratic,TN,5,114,60,2015-01-03,2017-01-03,CoopForCongress,2012-06-01,57,2012
McB-MN04,"McCollum, Betty",F,1954-07-12,Democratic,MN,4,114,60,2015-01-03,2017-01-03,BettyMcCollum04,2012-01-01,57,2012
BoS-OR01,"Bonamici, Suzanne",F,1954-10-14,Democratic,OR,1,114,60,2015-01-03,2017-01-03,RepBonamici,2012-04-01,57,2012
EvD-PA03,"Evans, Dwight",M,1954-05-16,Democratic,PA,3,114,60,2015-01-03,2017-01-03,RepDwightEvans,2009-11-01,55,2009
JoH-GA04,"Johnson, Henry C. Hank, Jr.",M,1954-10-02,Democratic,GA,4,114,60,2015-01-03,2017-01-03,RepHankJohnson,2009-03-01,54,2009
LaB-MI14,"Lawrence, Brenda L.",F,1954-10-18,Democratic,MI,14,114,60,2015-01-03,2017-01-03,BrendaLLawrence,2009-07-01,54,2009
PrT-GA06,"Price, Tom",M,1954-10-08,Republican,GA,6,114,60,2015-01-03,2017-01-03,RepTomPrice,2007-06-01,52,2007
JoB-OH06,"Johnson, Bill",M,1954-11-10,Republican,OH,6,114,60,2015-01-03,2017-01-03,RepBillJohnson,2010-11-01,56,2010
BrM-AL05,"Brooks, Mo",M,1954-04-29,Republican,AL,5,114,60,2015-01-03,2017-01-03,RepMoBrooks,2011-01-01,56,2011
MiC-MI10,"Miller, Candice S.",F,1954-05-07,Republican,MI,10,114,60,2015-01-03,2017-01-03,CandiceMiller,2008-06-01,54,2008
AbR-LA05,"Abraham, Ralph Lee",M,1954-09-16,Republican,LA,5,114,60,2015-01-03,2017-01-03,RepAbraham,2015-01-01,60,2015
PaG-AL06,"Palmer, Gary J.",M,1954-05-14,Republican,AL,6,114,60,2015-01-03,2017-01-03,USRepGaryPalmer,2014-11-01,60,2014
GiB-OH07,"Gibbs, Bob",M,1954-06-14,Republican,OH,7,114,60,2015-01-03,2017-01-03,,,,
LaD-CO05,"Lamborn, Doug",M,1954-05-24,Republican,CO,5,114,60,2015-01-03,2017-01-03,RepDLamborn,2012-05-01,57,2012
LuC-WY00,"Lummis, Cynthia M.",F,1954-09-10,Republican,WY,0,114,60,2015-01-03,2017-01-03,SenLummis,2009-03-01,54,2009
MeG-NY05,"Meeks, Gregory W.",M,1953-09-25,Democratic,NY,5,114,61,2015-01-03,2017-01-03,RepGregoryMeeks,2009-03-01,55,2009
PoB-ME02,"Poliquin, Bruce",M,1953-11-01,Republican,ME,2,114,61,2015-01-03,2017-01-03,BrucePoliquin,2009-04-01,55,2009
CaK-CA41,"Calvert, Ken",M,1953-06-08,Republican,CA,41,114,61,2015-01-03,2017-01-03,KenCalvert,2009-01-01,55,2009
GoL-TX01,"Gohmert, Louie",M,1953-08-18,Republican,TX,1,114,61,2015-01-03,2017-01-03,LouieGohmertTX1,2016-01-01,62,2016
VeN-NY07,"Velazquez, Nydia M.",F,1953-03-28,Democratic,NY,7,114,61,2015-01-03,2017-01-03,NydiaVelazquez,2010-07-01,57,2010
IsD-CA48,"Issa, Darrell E.",M,1953-11-01,Republican,CA,48,114,61,2015-01-03,2017-01-03,repdarrellissa,2009-08-01,55,2009
DiD-MI06,"Dingell, Debbie",F,1953-11-23,Democratic,MI,6,114,61,2015-01-03,2017-01-03,RepDebDingell,2013-11-01,59,2013
UpF-MI06,"Upton, Fred",M,1953-04-23,Republican,MI,6,114,61,2015-01-03,2017-01-03,RepFredUpton,2010-03-01,56,2010
GuL-IL04,"Gutierrez, Luis V.",M,1953-12-10,Democratic,IL,4,114,61,2015-01-03,2017-01-03,RepGutierrez,2009-05-01,55,2009
CoJ-CT02,"Courtney, Joe",M,1953-04-06,Democratic,CT,2,114,61,2015-01-03,2017-01-03,RepJoeCourtney,2009-10-01,56,2009
ChJ-CA28,"Chu, Judy",F,1953-07-07,Democratic,CA,28,114,61,2015-01-03,2017-01-03,RepJudyChu,2010-09-01,57,2010
BaK-CA37,"Bass, Karen",F,1953-10-03,Democratic,CA,37,114,61,2015-01-03,2017-01-03,RepKarenBass,2011-01-01,57,2011
PeE-CO07,"Perlmutter, Ed",M,1953-05-01,Democratic,CO,7,114,61,2015-01-03,2017-01-03,RepPerlmutter,2009-02-01,55,2009
ChS-OH01,"Chabot, Steve",M,1953-01-22,Republican,OH,1,114,61,2015-01-03,2017-01-03,RepSteveChabot,2011-01-01,57,2011
WeR-TX14,"Weber, Randy K., Sr.",M,1953-07-02,Republican,TX,14,114,61,2015-01-03,2017-01-03,TXRandy14,2013-01-01,59,2013
DoM-PA18,"Doyle, Michael F.",M,1953-08-05,Democratic,PA,18,114,61,2015-01-03,2017-01-03,USRepMikeDoyle,2009-05-01,55,2009
SmC-NJ04,"Smith, Christopher H.",M,1953-03-04,Republican,NJ,4,114,61,2015-01-03,2017-01-03,,,,
BeD-MI01,"Benishek, Dan",M,1952-04-20,Republican,MI,1,114,62,2015-01-03,2017-01-03,CongressmanDan,2011-01-01,58,2011
LaL-NJ07,"Lance, Leonard",M,1952-06-25,Republican,NJ,7,114,62,2015-01-03,2017-01-03,RepLanceNJ7,2012-06-01,59,2012
CoJ-CA21,"Costa, Jim",M,1952-04-13,Democratic,CA,21,114,62,2015-01-03,2017-01-03,RepJimCosta,2011-01-01,58,2011
GoB-VA06,"Goodlatte, Bob",M,1952-09-22,Republican,VA,6,114,62,2015-01-03,2017-01-03,RepGoodlatte,2009-05-01,56,2009
DeM-CA10,"DeSaulnier, Mark",M,1952-03-31,Democratic,CA,10,114,62,2015-01-03,2017-01-03,RepDeSaulnier,2015-01-01,62,2015
BrJ-CA26,"Brownley, Julia",F,1952-08-28,Democratic,CA,26,114,62,2015-01-03,2017-01-03,RepBrownley,2013-03-01,60,2013
LuB-MO03,"Luetkemeyer, Blaine",M,1952-05-07,Republican,MO,3,114,62,2015-01-03,2017-01-03,RepBlaine,2013-09-01,61,2013
FoJ-VA04,"Forbes, J. Randy",M,1952-02-17,Republican,VA,4,114,62,2015-01-03,2017-01-03,Randy_Forbes,2008-06-01,56,2008
RoI-FL27,"Ros-Lehtinen, Ileana",F,1952-07-15,Republican,FL,27,114,62,2015-01-03,2017-01-03,RosLehtinen,2008-04-01,55,2008
BlM-TN07,"Blackburn, Marsha",F,1952-06-06,Republican,TN,7,114,62,2015-01-03,2017-01-03,MarshaBlackburn,2011-04-01,58,2011
MaT-PA12,"Marino, Tom",M,1952-08-15,Republican,PA,12,114,62,2015-01-03,2017-01-03,MarinoPA10,2014-09-01,62,2014
HaJ-CA44,"Hahn, Janice",F,1952-03-30,Democratic,CA,44,114,62,2015-01-03,2017-01-03,JaniceHahn,2009-02-01,56,2009
HeD-WA10,"Heck, Denny",M,1952-07-29,Democratic,WA,10,114,62,2015-01-03,2017-01-03,DennyHeck,2009-08-01,57,2009
LoD-IA02,"Loebsack, David",M,1952-12-23,Democratic,IA,2,114,62,2015-01-03,2017-01-03,daveloebsack,2012-03-01,59,2012
KeW-MA09,"Keating, William R.",M,1952-09-06,Democratic,MA,9,114,62,2015-01-03,2017-01-03,USRepKeating,2011-01-01,58,2011
FuM-OH11,"Fudge, Marcia L.",F,1952-10-29,Democratic,OH,11,114,62,2015-01-03,2017-01-03,RepMarciaFudge,2010-06-01,57,2010
NuR-FL11,"Nugent, Richard B.",M,1951-05-26,Republican,FL,11,114,63,2015-01-03,2017-01-03,RepRichNugent,2011-01-01,59,2011
ThM-CA04,"Thompson, Mike",M,1951-01-24,Democratic,CA,4,114,63,2015-01-03,2017-01-03,RepThompson,2011-05-01,60,2011
WaT-MI05,"Walberg, Tim",M,1951-04-12,Republican,MI,5,114,63,2015-01-03,2017-01-03,RepWalberg,2011-01-01,59,2011
McJ-CA09,"McNerney, Jerry",M,1951-06-18,Democratic,CA,9,114,63,2015-01-03,2017-01-03,RepMcNerney,2011-10-01,60,2011
FlJ-LA04,"Fleming, John",M,1951-07-05,Republican,LA,4,114,63,2015-01-03,2017-01-03,RepFleming,2009-10-01,58,2009
