UniqueID,URL,RefName,Name,Gender,DOB,State,District,StateDistID,Combined,FirstSession,Second Session,Third Session,Congress109,Congress110,Congress111,Congress112,Congress113,Congress114,Congress115,Congress116,Congress117,Congress118
MeM-NC11,https://www.congress.gov/member/mark-meadows/M001187,"Meadows, Mark - Representative","Meadows, Mark",M,07/28/59,North Carolina,11,3911,NC11,2013-2020,,,,,,,113,114,115,116,,
GaT-HI02,https://www.congress.gov/member/tulsi-gabbard/G000571,"Gabbard, Tulsi - Representative","Gabbard, Tulsi",F,04/12/81,Hawaii,02,1702,HI02,2013-2021,,,,,,,113,114,115,116,,
HoG-NC02,https://www.congress.gov/member/george-holding/H001065,"Holding, George - Representative","Holding, George",M,04/17/68,North Carolina,02,3902,NC02,2013-2021,,,,,,,113,114,115,116,,
YoT-FL03,https://www.congress.gov/member/ted-yoho/Y000065,"Yoho, Ted S. - Representative","Yoho, Ted S.",M,04/13/55,Florida,03,1303,FL03,2013-2021,,,,,,,113,114,115,116,,
KeJ-MA04,https://www.congress.gov/member/joseph-kennedy/K000379,"Kennedy, Joseph P., III - Representative","Kennedy, Joseph P., III",M,10/04/80,Massachusetts,04,2704,MA04,2013-2021,,,,,,,113,114,115,116,,
BrS-IN05,https://www.congress.gov/member/susan-brooks/B001284,"Brooks, Susan W. - Representative","Brooks, Susan W.",F,08/25/60,Indiana,05,2005,IN05,2013-2021,,,,,,,113,114,115,116,,
CoD-GA09,https://www.congress.gov/member/doug-collins/C001093,"Collins, Doug - Representative","Collins, Doug",M,08/16/66,Georgia,09,1509,GA09,2013-2021,,,,,,,113,114,115,116,,
HeD-WA10,https://www.congress.gov/member/denny-heck/H001064,"Heck, Denny - Representative","Heck, Denny",M,,Washington,10,5410,WA10,2013-2021,,,,,,,113,114,115,116,,
WaJ-IN02,https://www.congress.gov/member/jackie-walorski/W000813,"Walorski, Jackie - Representative","Walorski, Jackie",F,08/17/63,Indiana,02,2002,IN02,2013-2022,,,,,,,113,114,115,116,117,
VeF-TX34,https://www.congress.gov/member/filemon-vela/V000132,"Vela, Filemon - Representative","Vela, Filemon",M,,Texas,34,5334,TX34,2013-2022,,,,,,,113,114,115,116,117,
MuM-OK02,https://www.congress.gov/member/markwayne-mullin/M001190,"Mullin, Markwayne - Senator","Mullin, Markwayne",M,,Oklahoma,02,4402,OK02,2013-2023,,,,,,,113,114,115,116,117,
RiT-SC07,https://www.congress.gov/member/tom-rice/R000597,"Rice, Tom - Representative","Rice, Tom",M,,South Carolina,07,4907,SC07,2013-2023,,,,,,,113,114,115,116,117,
DaR-IL13,https://www.congress.gov/member/rodney-davis/D000619,"Davis, Rodney - Representative","Davis, Rodney",,,Illinois,13,1913,IL13,2013-2023,,,,,,,113,114,115,116,117,
BuC-IL17,https://www.congress.gov/member/cheri-bustos/B001286,"Bustos, Cheri - Representative","Bustos, Cheri",F,10/17/61,Illinois,17,1917,IL17,2013-2023,,,,,,,113,114,115,116,117,
MaS-NY18,https://www.congress.gov/member/sean-maloney/M001185,"Maloney, Sean Patrick - Representative","Maloney, Sean Patrick",M,,New York,18,3818,NY18,2013-2023,,,,,,,113,114,115,116,117,
LoA-CA47,https://www.congress.gov/member/alan-lowenthal/L000579,"Lowenthal, Alan S. - Representative","Lowenthal, Alan S.",M,03/08/41,California,47,0847,CA47,2013-2023,,,,,,,113,114,115,116,117,
KeR-IL02,https://www.congress.gov/member/robin-kelly/K000385,"Kelly, Robin L. - Representative","Kelly, Robin L.",F,04/30/56,Illinois,02,1902,IL02,2013-2024,,,,,,,113,114,115,116,117,118
LaD-CA01,https://www.congress.gov/member/doug-lamalfa/L000578,"LaMalfa, Doug - Representative","LaMalfa, Doug",M,07/02/60,California,01,0801,CA01,2013-2024,,,,,,,113,114,115,116,117,118
WaA-MO02,https://www.congress.gov/member/ann-wagner/W000812,"Wagner, Ann - Representative","Wagner, Ann",F,09/13/62,Missouri,02,3102,MO02,2013-2024,,,,,,,113,114,115,116,117,118
StC-UT02,https://www.congress.gov/member/chris-stewart/S001192,"Stewart, Chris - Representative","Stewart, Chris",M,07/15/60,Utah,02,5502,UT02,2013-2024,,,,,,,113,114,115,116,117,118
HuJ-CA02,https://www.congress.gov/member/jared-huffman/H001068,"Huffman, Jared - Representative","Huffman, Jared",M,02/18/64,California,02,0802,CA02,2013-2024,,,,,,,113,114,115,116,117,118
PoM-WI02,https://www.congress.gov/member/mark-pocan/P000607,"Pocan, Mark - Representative","Pocan, Mark",,,Wisconsin,02,5602,WI02,2013-2024,,,,,,,113,114,115,116,117,118
KuA-NH02,https://www.congress.gov/member/ann-kuster/K000382,"Kuster, Ann M. - Representative","Kuster, Ann M.",F,09/05/56,New Hampshire,02,3502,NH02,2013-2024,,,,,,,113,114,115,116,117,118
WeB-OH02,https://www.congress.gov/member/brad-wenstrup/W000815,"Wenstrup, Brad R. - Representative","Wenstrup, Brad R.",M,,Ohio,02,4202,OH02,2013-2024,,,,,,,113,114,115,116,117,118
BeJ-OH03,https://www.congress.gov/member/joyce-beatty/B001281,"Beatty, Joyce - Representative","Beatty, Joyce",F,03/12/50,Ohio,03,4203,OH03,2013-2024,,,,,,,113,114,115,116,117,118
ClK-MA05,https://www.congress.gov/member/katherine-clark/C001101,"Clark, Katherine M. - Representative","Clark, Katherine M.",F,07/17/63,Massachusetts,05,2705,MA05,2013-2024,,,,,,,113,114,115,116,117,118
BaA-KY06,https://www.congress.gov/member/andy-barr/B001282,"Barr, Andy - Representative","Barr, Andy",M,07/24/73,Kentucky,06,2306,KY06,2013-2024,,,,,,,113,114,115,116,117,118
BeA-CA06,https://www.congress.gov/member/ami-bera/B001287,"Bera, Ami - Representative","Bera, Ami",M,03/02/65,California,06,0806,CA06,2013-2024,,,,,,,113,114,115,116,117,118
KiD-WA06,https://www.congress.gov/member/derek-kilmer/K000381,"Kilmer, Derek - Representative","Kilmer, Derek",M,01/01/74,Washington,06,5406,WA06,2013-2024,,,,,,,113,114,115,116,117,118
MeG-NY06,https://www.congress.gov/member/grace-meng/M001188,"Meng, Grace - Representative","Meng, Grace",F,10/01/75,New York,06,3806,NY06,2013-2024,,,,,,,113,114,115,116,117,118
CaM-PA08,https://www.congress.gov/member/matt-cartwright/C001090,"Cartwright, Matt - Representative","Cartwright, Matt",M,05/01/61,Pennsylvania,08,4608,PA08,2013-2024,,,,,,,113,114,115,116,117,118
SmJ-MO08,https://www.congress.gov/member/jason-smith/S001195,"Smith, Jason - Representative","Smith, Jason",M,06/16/80,Missouri,08,3108,MO08,2013-2024,,,,,,,113,114,115,116,117,118
KiD-MI08,https://www.congress.gov/member/daniel-kildee/K000380,"Kildee, Daniel T. - Representative","Kildee, Daniel T.",M,08/11/58,Michigan,08,2808,MI08,2013-2024,,,,,,,113,114,115,116,117,118
JeH-NY08,https://www.congress.gov/member/hakeem-jeffries/J000294,"Jeffries, Hakeem S. - Representative","Jeffries, Hakeem S.",M,,New York,08,3808,NY08,2013-2024,,,,,,,113,114,115,116,117,118
HuR-NC09,https://www.congress.gov/member/richard-hudson/H001067,"Hudson, Richard - Representative","Hudson, Richard",,,North Carolina,09,3909,NC09,2013-2024,,,,,,,113,114,115,116,117,118
PeS-PA10,https://www.congress.gov/member/scott-perry/P000605,"Perry, Scott - Representative","Perry, Scott",,,Pennsylvania,10,4610,PA10,2013-2024,,,,,,,113,114,115,116,117,118
SwE-CA14,https://www.congress.gov/member/eric-swalwell/S001193,"Swalwell, Eric - Representative","Swalwell, Eric",,,California,14,0814,CA14,2013-2024,,,,,,,113,114,115,116,117,118
JoD-OH14,https://www.congress.gov/member/david-joyce/J000295,"Joyce, David P. - Representative","Joyce, David P.",M,,Ohio,14,4214,OH14,2013-2024,,,,,,,113,114,115,116,117,118
WeR-TX14,https://www.congress.gov/member/randy-weber/W000814,"Weber, Randy K., Sr. - Representative","Weber, Randy K., Sr.",M,,Texas,14,5314,TX14,2013-2024,,,,,,,113,114,115,116,117,118
CaJ-TX20,https://www.congress.gov/member/joaquin-castro/C001091,"Castro, Joaquin - Representative","Castro, Joaquin",M,09/16/74,Texas,20,5320,TX20,2013-2024,,,,,,,113,114,115,116,117,118
FrL-FL22,https://www.congress.gov/member/lois-frankel/F000462,"Frankel, Lois - Representative","Frankel, Lois",F,05/16/48,Florida,22,1322,FL22,2013-2024,,,,,,,113,114,115,116,117,118
RuR-CA25,https://www.congress.gov/member/raul-ruiz/R000599,"Ruiz, Raul - Representative","Ruiz, Raul",,,California,25,0825,CA25,2013-2024,,,,,,,113,114,115,116,117,118
WiR-TX25,https://www.congress.gov/member/roger-williams/W000816,"Williams, Roger - Representative","Williams, Roger",,,Texas,25,5325,TX25,2013-2024,,,,,,,113,114,115,116,117,118
BrJ-CA26,https://www.congress.gov/member/julia-brownley/B001285,"Brownley, Julia - Representative","Brownley, Julia",F,08/28/52,California,26,0826,CA26,2013-2024,,,,,,,113,114,115,116,117,118
CaT-CA29,https://www.congress.gov/member/tony-crdenas/C001097,"Cardenas, Tony - Representative","Cardenas, Tony",,,California,29,0829,CA29,2013-2024,,,,,,,113,114,115,116,117,118
VeM-TX33,https://www.congress.gov/member/marc-veasey/V000131,"Veasey, Marc A. - Representative","Veasey, Marc A.",M,,Texas,33,5333,TX33,2013-2024,,,,,,,113,114,115,116,117,118
TaM-CA39,https://www.congress.gov/member/mark-takano/T000472,"Takano, Mark - Representative","Takano, Mark",,,California,39,0839,CA39,2013-2024,,,,,,,113,114,115,116,117,118
PeS-CA50,https://www.congress.gov/member/scott-peters/P000608,"Peters, Scott H. - Representative","Peters, Scott H.",M,06/17/58,California,50,0850,CA50,2013-2024,,,,,,,113,114,115,116,117,118
VaJ-CA52,https://www.congress.gov/member/juan-vargas/V000130,"Vargas, Juan - Representative","Vargas, Juan",M,03/07/61,California,52,0852,CA52,2013-2024,,,,,,,113,114,115,116,117,118
JoD-FL13,https://www.congress.gov/member/david-jolly/J000296,"Jolly, David W. - Representative","Jolly, David W.",M,10/31/72,Florida,13,1313,FL13,2014-2017,,,,,,,113,114,,,,
ClC-FL19,https://www.congress.gov/member/curt-clawson/C001102,"Clawson, Curt - Representative","Clawson, Curt",M,09/28/59,Florida,19,1319,FL19,2014-2017,,,,,,,113,114,,,,
BrD-VA07,https://www.congress.gov/member/dave-brat/B001290,"Brat, Dave - Representative","Brat, Dave",M,,Virginia,07,5207,VA07,2014-2019,,,,,,,113,114,115,,,
ByB-AL01,https://www.congress.gov/member/bradley-byrne/B001289,"Byrne, Bradley - Representative","Byrne, Bradley",,,Alabama,01,0101,AL01,2014-2021,,,,,,,113,114,115,116,,
NoD-NJ01,https://www.congress.gov/member/donald-norcross/N000188,"Norcross, Donald - Representative","Norcross, Donald",M,12/13/58,New Jersey,01,3601,NJ01,2014-2024,,,,,,,113,114,115,116,117,118
AdA-NC12,https://www.congress.gov/member/alma-adams/A000370,"Adams, Alma S. - Representative","Adams, Alma S.",F,05/27/46,North Carolina,12,3912,NC12,2014-2024,,,,,,,113,114,115,116,117,118
TaM-HI01,https://www.congress.gov/member/mark-takai/T000473,"Takai, Mark - Representative","Takai, Mark",M,07/01/67,Hawaii,01,1701,HI01,2015-2016,,,,,,,,114,,,,
ZiR-MT01,https://www.congress.gov/member/ryan-zinke/Z000018,"Zinke, Ryan K. - Representative","Zinke, Ryan K.",M,11/01/61,Montana,01,3201,MT01,2015-2017,2023-2024,,,,,,,114,,,,118
GrG-FL02,https://www.congress.gov/member/gwen-graham/G000575,"Graham, Gwen - Representative","Graham, Gwen",F,01/31/63,Florida,02,1302,FL02,2015-2017,,,,,,,,114,,,,
AsB-NE02,https://www.congress.gov/member/brad-ashford/A000373,"Ashford, Brad - Representative","Ashford, Brad",M,11/10/49,Nebraska,02,3302,NE02,2015-2017,,,,,,,,114,,,,
HaC-NV04,https://www.congress.gov/member/cresent-hardy/H001070,"Hardy, Cresent - Representative","Hardy, Cresent",F,,Nevada,04,3404,NV04,2015-2017,,,,,,,,114,,,,
JeE-WV03,https://www.congress.gov/member/evan-jenkins/J000297,"Jenkins, Evan H. - Representative","Jenkins, Evan H.",M,,West Virginia,03,5503,WV03,2015-2018,,,,,,,,114,115,,,
BlR-IA01,https://www.congress.gov/member/rod-blum/B001294,"Blum, Rod - Representative","Blum, Rod",M,04/26/55,Iowa,01,2101,IA01,2015-2019,,,,,,,,114,115,,,
McM-AZ02,https://www.congress.gov/member/martha-mcsally/M001197,"McSally, Martha - Senator","McSally, Martha",,,Arizona,02,0402,AZ02,2015-2019,,,,,,,,114,115,,,
PoB-ME02,https://www.congress.gov/member/bruce-poliquin/P000611,"Poliquin, Bruce - Representative","Poliquin, Bruce",M,11/01/53,Maine,02,2502,ME02,2015-2019,,,,,,,,114,115,,,
YoD-IA03,https://www.congress.gov/member/david-young/Y000066,"Young, David - Representative","Young, David",M,05/11/68,Iowa,03,2103,IA03,2015-2019,,,,,,,,114,115,,,
MaT-NJ03,https://www.congress.gov/member/thomas-macarthur/M001193,"MacArthur, Thomas - Representative","MacArthur, Thomas",M,,New Jersey,03,3603,NJ03,2015-2019,,,,,,,,114,115,,,
LoM-UT04,https://www.congress.gov/member/mia-love/L000584,"Love, Mia B. - Representative","Love, Mia B.",F,,Utah,04,5504,UT04,2015-2019,,,,,,,,114,115,,,
RuS-OK05,https://www.congress.gov/member/steve-russell/R000604,"Russell, Steve - Representative","Russell, Steve",M,,Oklahoma,05,4405,OK05,2015-2019,,,,,,,,114,115,,,
CoR-PA06,https://www.congress.gov/member/ryan-costello/C001106,"Costello, Ryan A. - Representative","Costello, Ryan A.",M,,Pennsylvania,06,4606,PA06,2015-2019,,,,,,,,114,115,,,
BiM-MI08,https://www.congress.gov/member/mike-bishop/B001293,"Bishop, Mike - Representative","Bishop, Mike",M,03/18/67,Michigan,08,2808,MI08,2015-2019,,,,,,,,114,115,,,
CoB-VA10,https://www.congress.gov/member/barbara-comstock/C001105,"Comstock, Barbara - Representative","Comstock, Barbara",F,,Virginia,10,5210,VA10,2015-2019,,,,,,,,114,115,,,
TrD-MI11,https://www.congress.gov/member/david-trott/T000475,"Trott, David A. - Representative","Trott, David A.",M,10/16/60,Michigan,11,2811,MI11,2015-2019,,,,,,,,114,115,,,
DoD-NY11,https://www.congress.gov/member/daniel-donovan/D000625,"Donovan, Daniel M., Jr. - Representative","Donovan, Daniel M., Jr.",M,,New York,11,3811,NY11,2015-2019,,,,,,,,114,115,,,
KnS-CA25,https://www.congress.gov/member/stephen-knight/K000387,"Knight, Stephen - Representative","Knight, Stephen",,,California,25,0825,CA25,2015-2019,,,,,,,,114,115,,,
CuC-FL26,https://www.congress.gov/member/carlos-curbelo/C001107,"Curbelo, Carlos - Representative","Curbelo, Carlos",M,03/01/80,Florida,26,1326,FL26,2015-2019,,,,,,,,114,115,,,
WaM-CA45,https://www.congress.gov/member/mimi-walters/W000820,"Walters, Mimi - Representative","Walters, Mimi",F,05/14/62,California,45,0845,CA45,2015-2019,,,,,,,,114,115,,,
RaJ-TX04,https://www.congress.gov/member/john-ratcliffe/R000601,"Ratcliffe, John - Representative","Ratcliffe, John",M,,Texas,04,5304,TX04,2015-2020,,,,,,,,114,115,116,,
AbR-LA05,https://www.congress.gov/member/ralph-abraham/A000374,"Abraham, Ralph Lee - Representative","Abraham, Ralph Lee",M,09/16/54,Louisiana,05,2405,LA05,2015-2021,,,,,,,,114,115,116,,
WaM-NC06,https://www.congress.gov/member/mark-walker/W000819,"Walker, Mark - Representative","Walker, Mark",M,05/20/69,North Carolina,06,3906,NC06,2015-2021,,,,,,,,114,115,116,,
HuW-TX23,https://www.congress.gov/member/will-hurd/H001073,"Hurd, Will - Representative","Hurd, Will",M,,Texas,23,5323,TX23,2015-2021,,,,,,,,114,115,116,,
ZeL-NY01,https://www.congress.gov/member/lee-zeldin/Z000017,"Zeldin, Lee M. - Representative","Zeldin, Lee M.",M,,New York,01,3801,NY01,2015-2023,,,,,,,,114,115,116,117,
RiK-NY04,https://www.congress.gov/member/kathleen-rice/R000602,"Rice, Kathleen M. - Representative","Rice, Kathleen M.",F,,New York,04,3804,NY04,2015-2023,,,,,,,,114,115,116,117,
HiJ-GA10,https://www.congress.gov/member/jody-hice/H001071,"Hice, Jody B. - Representative","Hice, Jody B.",M,04/22/60,Georgia,10,1510,GA10,2015-2023,,,,,,,,114,115,116,117,
LaB-MI14,https://www.congress.gov/member/brenda-lawrence/L000581,"Lawrence, Brenda L. - Representative","Lawrence, Brenda L.",F,10/18/54,Michigan,14,2814,MI14,2015-2023,,,,,,,,114,115,116,117,
KaJ-NY24,https://www.congress.gov/member/john-katko/K000386,"Katko, John - Representative","Katko, John",M,,New York,24,3824,NY24,2015-2023,,,,,,,,114,115,116,117,
RaA-AS00,https://www.congress.gov/member/aumua-amata-radewagen/R000600,"Radewagen, Aumua Amata Coleman - Delegate","Radewagen, Aumua Amata Coleman",F,,American Samoa,00,0600,AS00,2015-2024,,,,,,,,114,115,116,117,118
PlS-VI00,https://www.congress.gov/member/stacey-plaskett/P000610,"Plaskett, Stacey E. - Delegate","Plaskett, Stacey E.",F,,Virgin Islands,00,5300,VI00,2015-2024,,,,,,,,114,115,116,117,118
KeT-MS01,https://www.congress.gov/member/trent-kelly/K000388,"Kelly, Trent - Representative","Kelly, Trent",,,Mississippi,01,3001,MS01,2015-2024,,,,,,,,114,115,116,117,118
CaE-GA01,https://www.congress.gov/member/earl-carter/C001103,"Carter, Earl L. ""Buddy"" - Representative","Carter, Earl L. ""Buddy""",M,09/06/57,Georgia,01,1501,GA01,2015-2024,,,,,,,,114,115,116,117,118
BoB-PA02,https://www.congress.gov/member/brendan-boyle/B001296,"Boyle, Brendan F. - Representative","Boyle, Brendan F.",M,02/06/77,Pennsylvania,02,4602,PA02,2015-2024,,,,,,,,114,115,116,117,118
HiJ-AR02,https://www.congress.gov/member/j-hill/H001072,"Hill, J. French - Representative","Hill, J. French",,,Arkansas,02,0502,AR02,2015-2024,,,,,,,,114,115,116,117,118
MoJ-MI02,https://www.congress.gov/member/john-moolenaar/M001194,"Moolenaar, John R. - Representative","Moolenaar, John R.",M,05/08/61,Michigan,02,2802,MI02,2015-2024,,,,,,,,114,115,116,117,118
MoA-WV02,https://www.congress.gov/member/alexander-mooney/M001195,"Mooney, Alexander X. - Representative","Mooney, Alexander X.",M,,West Virginia,02,5502,WV02,2015-2024,,,,,,,,114,115,116,117,118
GaR-AZ03,https://www.congress.gov/member/ruben-gallego/G000574,"Gallego, Ruben - Representative","Gallego, Ruben",,,Arizona,03,0403,AZ03,2015-2024,,,,,,,,114,115,116,117,118
BuK-CO04,https://www.congress.gov/member/ken-buck/B001297,"Buck, Ken - Representative","Buck, Ken",M,02/16/59,Colorado,04,0904,CO04,2015-2024,,,,,,,,114,115,116,117,118
NeD-WA04,https://www.congress.gov/member/dan-newhouse/N000189,"Newhouse, Dan - Representative","Newhouse, Dan",,,Washington,04,5404,WA04,2015-2024,,,,,,,,114,115,116,117,118
WeB-AR04,https://www.congress.gov/member/bruce-westerman/W000821,"Westerman, Bruce - Representative","Westerman, Bruce",,,Arkansas,04,0504,AR04,2015-2024,,,,,,,,114,115,116,117,118
DiD-MI06,https://www.congress.gov/member/debbie-dingell/D000624,"Dingell, Debbie - Representative","Dingell, Debbie",F,11/23/53,Michigan,06,2806,MI06,2015-2024,,,,,,,,114,115,116,117,118
GrG-LA06,https://www.congress.gov/member/garret-graves/G000577,"Graves, Garret - Representative","Graves, Garret",M,01/31/72,Louisiana,06,2406,LA06,2015-2024,,,,,,,,114,115,116,117,118
GrG-WI06,https://www.congress.gov/member/glenn-grothman/G000576,"Grothman, Glenn - Representative","Grothman, Glenn",M,07/03/55,Wisconsin,06,5606,WI06,2015-2024,,,,,,,,114,115,116,117,118
EmT-MN06,https://www.congress.gov/member/tom-emmer/E000294,"Emmer, Tom - Representative","Emmer, Tom",,,Minnesota,06,2906,MN06,2015-2024,,,,,,,,114,115,116,117,118
MoS-MA06,https://www.congress.gov/member/seth-moulton/M001196,"Moulton, Seth - Representative","Moulton, Seth",,,Massachusetts,06,2706,MA06,2015-2024,,,,,,,,114,115,116,117,118
PaG-AL06,https://www.congress.gov/member/gary-palmer/P000609,"Palmer, Gary J. - Representative","Palmer, Gary J.",,,Alabama,06,0106,AL06,2015-2024,,,,,,,,114,115,116,117,118
RoD-NC07,https://www.congress.gov/member/david-rouzer/R000603,"Rouzer, David - Representative","Rouzer, David",M,02/16/72,North Carolina,07,3907,NC07,2015-2024,,,,,,,,114,115,116,117,118
BeD-VA08,https://www.congress.gov/member/donald-beyer/B001292,"Beyer, Donald S., Jr. - Representative","Beyer, Donald S., Jr.",M,,Virginia,08,5208,VA08,2015-2024,,,,,,,,114,115,116,117,118
DeM-CA10,https://www.congress.gov/member/mark-desaulnier/D000623,"DeSaulnier, Mark - Representative","DeSaulnier, Mark",M,03/31/52,California,10,0810,CA10,2015-2024,,,,,,,,114,115,116,117,118
LoB-GA11,https://www.congress.gov/member/barry-loudermilk/L000583,"Loudermilk, Barry - Representative","Loudermilk, Barry",M,12/22/63,Georgia,11,1511,GA11,2015-2024,,,,,,,,114,115,116,117,118
WaB-NJ12,https://www.congress.gov/member/bonnie-watson-coleman/W000822,"Watson Coleman, Bonnie - Representative","Watson Coleman, Bonnie",F,02/06/45,New Jersey,12,3612,NJ12,2015-2024,,,,,,,,114,115,116,117,118
BoM-IL12,https://www.congress.gov/member/mike-bost/B001295,"Bost, Mike - Representative","Bost, Mike",M,12/30/60,Illinois,12,1912,IL12,2015-2024,,,,,,,,114,115,116,117,118
AlR-GA12,https://www.congress.gov/member/rick-allen/A000372,"Allen, Rick W. - Representative","Allen, Rick W.",M,11/07/51,Georgia,12,1512,GA12,2015-2024,,,,,,,,114,115,116,117,118
LaD-IL16,https://www.congress.gov/member/darin-lahood/L000585,"LaHood, Darin - Representative","LaHood, Darin",M,07/05/68,Illinois,16,1916,IL16,2015-2024,,,,,,,,114,115,116,117,118
